sample_definition,log_mstar_lo,log_mstar_hi,window_center,window_width,n,all_internal_marginal_r2,gas_mass_marginal_r2,dominant_internal_feature,dominant_candidate_feature,gas_mass_rank,gas_leave_one_out_r2_drop,gas_fraction_rank,sfr_rank
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.0,9.55,0.9000000000000004,4245,0.13408602429204142,0.062020615688823166,int_log_mgas,int_log_gas_fraction,1,0.061918982963420244,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.1,9.6,1.0,4596,0.13841562766291488,0.06184262892872927,int_log_mgas,int_log_gas_fraction,1,0.058691439142199126,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.2,9.649999999999999,1.0999999999999996,4892,0.13707664728023253,0.05980896163838384,int_log_mgas,int_log_gas_fraction,1,0.05534711976045928,1,5
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.3,9.7,1.200000000000001,5137,0.1358974498007472,0.059548237500774065,int_log_mgas,int_log_gas_fraction,1,0.051056411410327296,1,5
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.4,9.75,1.3000000000000007,5373,0.13692380712163799,0.05839465416875805,int_log_mgas,int_log_gas_fraction,1,0.04741326665384965,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.5,9.8,1.4000000000000004,5600,0.13461215311180177,0.05742144589815265,int_log_mgas,int_log_gas_fraction,1,0.04280618070268308,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.55,9.825,1.450000000000001,5715,0.1331711417828505,0.05548761654950768,int_log_mgas,int_log_gas_fraction,1,0.04046681587775841,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.1,10.6,9.85,1.5,5817,0.13320780889219233,0.051011532169265045,int_log_mgas,int_log_gas_fraction,1,0.03697553493115996,1,5
gas_particles_ge_100_and_log_sfr_gt_minus5,9.2,9.8,9.5,0.6000000000000014,2978,0.11237976477233685,0.056697477919193134,int_log_mgas,int_log_gas_fraction,1,0.06012418168138545,1,4
gas_particles_ge_100_and_log_sfr_gt_minus5,9.2,9.9,9.55,0.7000000000000011,3329,0.12403174865907116,0.05953407321615434,int_log_mgas,int_log_gas_fraction,1,0.062225015907477255,1,3
