sample_definition,log_mstar_lo,log_mstar_hi,window_center,window_width,bootstrap_mode,n,score_available,target_variance,log_mgas_variance,log_gas_fraction_variance,l3_r2,l3_plus_gas_mass_r2,gas_mass_marginal_r2,l3_plus_gas_fraction_r2,gas_fraction_marginal_r2,l3_plus_all_internal_r2,all_internal_marginal_r2,l3_plus_internal_excluding_gas_r2,internal_excluding_gas_marginal_r2,l3_plus_sfr_r2,sfr_marginal_r2,l3_plus_gas_mass_and_sfr_r2,gas_mass_and_sfr_marginal_r2,dominant_internal_feature,dominant_candidate_feature,carrier_ranking_method,gas_mass_rank,gas_leave_one_out_r2_drop,gas_fraction_rank,gas_fraction_rank_method,sfr_rank,single_marginal__int_log_mstar,single_marginal__int_log_mgas,single_marginal__int_log_sfr,single_marginal__int_log_ssfr,single_marginal__int_log_rstar,single_marginal__int_metallicity,single_marginal__int_log_gas_fraction,gas_mass_marginal_ci_lo,gas_mass_marginal_ci_hi,all_internal_marginal_ci_lo,all_internal_marginal_ci_hi
full_sample,9.5,10.55,10.025,1.0500000000000007,paired_bootstrap_24,3573,True,0.05156843484817967,0.0693241330355615,0.056845362598404434,0.19737652883329035,0.24808763413134888,0.05071110529805853,0.3298997812678229,0.13252325243453253,0.3328496525330701,0.13547312369977974,0.31014457299315185,0.1127680441598615,0.20339230109320822,0.006015772259917868,0.25655847874175225,0.0591819499084619,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.022705079539918238,1,single_feature_candidate_marginal,2,0.09419122876061312,0.05071110529805853,0.006015772259917868,0.01621456516904682,0.002818795445123229,0.05350877216216046,0.13252325243453253,0.036718432355118485,0.06393645070101762,0.11735463755751163,0.15304718597542624
full_sample,9.5,10.75,10.125,1.25,paired_bootstrap_24,3991,True,0.053689467088206634,0.08325252379242264,0.07287757126233302,0.2138134840792107,0.24752120501171757,0.033707720932506874,0.33923846030125343,0.12542497622204274,0.3563647318590486,0.1425512477798379,0.34451261750267226,0.13069913342346157,0.2193565268726624,0.005543042793451719,0.25422521731095327,0.040411733231742575,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.011852114356376342,1,single_feature_candidate_marginal,3,0.11128104871012473,0.033707720932506874,0.005543042793451719,0.013914102646106374,0.002267909090266418,0.06057438598442938,0.12542497622204274,0.026804771871348887,0.040053483125770804,0.12382988973040104,0.16063002814581484
full_sample,9.55,10.55,10.05,1.0,paired_bootstrap_24,3336,True,0.052028296410966075,0.0672761857660898,0.056564164484788536,0.19020993322017304,0.23981730528844425,0.049607372068271205,0.32655850173158424,0.1363485685114112,0.32976674723793986,0.13955681401776682,0.30925775766431085,0.1190478244441378,0.19635932103033124,0.006149387810158197,0.2488889312024399,0.05867899798226686,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.02050898957362901,1,single_feature_candidate_marginal,3,0.09915680876867011,0.049607372068271205,0.006149387810158197,0.016559599505027695,0.0034940605130586444,0.056139454613829215,0.1363485685114112,0.04471858068539584,0.061169663630830394,0.12658699929211126,0.156869246163646
full_sample,9.55,10.75,10.15,1.1999999999999993,paired_bootstrap_24,3754,True,0.05402723124126286,0.08105050632244644,0.07270065264191884,0.21338486417779906,0.24605395813158482,0.032669093953785755,0.3378660388067562,0.12448117462895714,0.3559233013202618,0.14253843714246273,0.34521667684416374,0.13183181266636468,0.21881614562376486,0.005431281445965802,0.25199513472589824,0.03861027054809918,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.010706624476098048,1,single_feature_candidate_marginal,3,0.11366413187306568,0.032669093953785755,0.005431281445965802,0.013563867239976324,0.0020101941795435396,0.060049553744125905,0.12448117462895714,0.022898888284759132,0.04292188067436677,0.12396866062636819,0.15744927398189004
full_sample,9.6,10.55,10.075,0.9500000000000011,paired_bootstrap_24,3107,True,0.050782214803074266,0.06599208939828222,0.05636829969715021,0.18578357906331905,0.2383911344903022,0.052607555426983144,0.3233635973936976,0.13758001833037853,0.33013869722239,0.14435511815907093,0.30855868497224104,0.12277510590892199,0.19274996198379613,0.006966382920477077,0.24926758294710744,0.06348400388378839,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.02158001225014894,1,single_feature_candidate_marginal,2,0.10156189307755409,0.052607555426983144,0.006966382920477077,0.01595152186156501,0.005170055908743643,0.05811937119637839,0.13758001833037853,0.04022205592065104,0.06231020039371261,0.1261273309404989,0.16949095689617513
full_sample,9.6,10.75,10.175,1.1500000000000004,paired_bootstrap_24,3525,True,0.05276678426302595,0.07960736766656099,0.0725779754717249,0.2074554353308618,0.2427924044120866,0.0353369690812248,0.33598883717093886,0.12853340184007706,0.3569514114451611,0.14949597611429932,0.3465007581874161,0.1390453228565543,0.21410837985213554,0.00665294452127374,0.24908754359860588,0.04163210826774408,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.010450653257745024,1,single_feature_candidate_marginal,3,0.11807645243283865,0.0353369690812248,0.00665294452127374,0.015229250090632585,0.004185102874342206,0.0635360299886924,0.12853340184007706,0.0314739224529339,0.04553450814033506,0.12647172992477201,0.16821474498851258
gas_particles_ge_100,9.0,10.55,9.775,1.5500000000000007,paired_bootstrap_24,6462,True,0.061356675407452634,0.09862177581534294,0.06702386487714398,0.1823294024290238,0.23014298225974317,0.04781357983071938,0.3064631117461648,0.12413370931714102,0.31129225822328244,0.12896285579425865,0.27065049344306946,0.08832109101404567,0.18458271593310532,0.0022533135040815333,0.23931292856678404,0.056983526137760254,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.040641764780212974,1,single_feature_candidate_marginal,2,0.07153323317914118,0.04781357983071938,0.0022533135040815333,0.013013973018490999,0.0006199099423476739,0.05165309723203271,0.12413370931714102,0.041125029536749895,0.0558723363232678,0.1140914267931561,0.15207200796460782
gas_particles_ge_100,9.0,10.75,9.875,1.75,paired_bootstrap_24,6880,True,0.063246162863319,0.11463591588184277,0.08226821961404403,0.2080552684475105,0.2428255300419792,0.03477026159446872,0.3255870551151913,0.11753178666768083,0.3319406045868308,0.12388533613932029,0.30254610933768883,0.09449084089017834,0.21066732867477161,0.002612060227261126,0.2514314997108678,0.04337623126335732,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.02939449524914195,1,single_feature_candidate_marginal,2,0.07642347134109484,0.03477026159446872,0.002612060227261126,0.010712195228280486,6.093465917170193e-05,0.052769135399499956,0.11753178666768083,0.026568205529549693,0.04124673991547317,0.11347644940067066,0.1409167455142609
gas_particles_ge_100,9.1,10.55,9.825,1.450000000000001,paired_bootstrap_24,5797,True,0.058431288698133514,0.09152463337854899,0.06339122821348722,0.18174022778497673,0.22982807440505165,0.048087846620074925,0.30877175581635535,0.12703152803137863,0.31159997179196824,0.12985974400699152,0.2760043171531531,0.09426408936817637,0.18473160193905588,0.002991374154079157,0.23820004157854324,0.056459813793566516,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.035595654638815144,1,single_feature_candidate_marginal,4,0.0779545295875777,0.048087846620074925,0.002991374154079157,0.013908344736317302,0.0002910011658469047,0.051867907738534474,0.12703152803137863,0.041683395297317065,0.05425715602009349,0.11800502370809185,0.1435125328489075
gas_particles_ge_100,9.1,10.75,9.925,1.6500000000000004,paired_bootstrap_24,6215,True,0.060436243915343496,0.1071230881570339,0.07876143912443777,0.20799685966921128,0.24248667328594542,0.034489813616734144,0.32645757136531156,0.11846071169610028,0.33326471935223967,0.1252678596830284,0.30862651757713416,0.10062965790792289,0.21145596548777643,0.00345910581856515,0.2504230822818565,0.042426222612645226,int_log_mgas,int_log_gas_fraction,leave_one_out_drop_from_l3_plus_all_internal,1,0.024638201775105506,1,single_feature_candidate_marginal,3,0.08223348540496267,0.034489813616734144,0.00345910581856515,0.011680974030051305,0.00014327311657397201,0.053124090323683926,0.11846071169610028,0.02560321139832659,0.038554726489526805,0.11455741465187534,0.1381030016129924
