file,file_type,object,shape,dtype,search_terms,agn_bh_feedback_terms
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupBHMass,"(21656,)",float32,bh;mass;group,bh
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupBHMdot,"(21656,)",float32,bh;group,bh
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupCM,"(21656, 3)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupFirstSub,"(21656,)",int32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupGasMetalFractions,"(21656, 10)",float32,gas;group;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupGasMetallicity,"(21656,)",float32,gas;group;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupLen,"(21656,)",int32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupLenType,"(21656, 6)",int32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupMass,"(21656,)",float32,mass;group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupMassType,"(21656, 6)",float32,mass;group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupNsubs,"(21656,)",int32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupPos,"(21656, 3)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupSFR,"(21656,)",float32,sfr;group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupStarMetalFractions,"(21656, 10)",float32,star;group;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupStarMetallicity,"(21656,)",float32,star;group;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupVel,"(21656, 3)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/GroupWindMass,"(21656,)",float32,wind;mass;group,wind
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_M_Crit200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_M_Crit500,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_M_Mean200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_M_TopHat200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_R_Crit200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_R_Crit500,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_R_Mean200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Group/Group_R_TopHat200,"(21656,)",float32,group,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMass,"(19393,)",float32,bh;mass;halo;subhalo,bh
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMdot,"(19393,)",float32,bh;halo;subhalo,bh
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldDisk,"(19393,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldHalo,"(19393,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloCM,"(19393, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractions,"(19393, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsHalfRad,"(19393, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsMaxRad,"(19393, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfr,"(19393, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfrWeighted,"(19393, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicity,"(19393,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicityHalfRad,"(19393,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicityMaxRad,"(19393,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfr,"(19393,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfrWeighted,"(19393,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloGrNr,"(19393,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRad,"(19393,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRadType,"(19393, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloIDMostbound,"(19393,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloLen,"(19393,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloLenType,"(19393, 6)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMass,"(19393,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRad,"(19393,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRadType,"(19393, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRad,"(19393,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRadType,"(19393, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRad,"(19393,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRadType,"(19393, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloMassType,"(19393, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloParent,"(19393,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloPos,"(19393, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloSFR,"(19393,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinHalfRad,"(19393,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinMaxRad,"(19393,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinRad,"(19393,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloSpin,"(19393, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractions,"(19393, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsHalfRad,"(19393, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsMaxRad,"(19393, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicity,"(19393,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicityHalfRad,"(19393,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicityMaxRad,"(19393,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometrics,"(19393, 8)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsMassInRad,"(19393,)",float32,stellar;mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsRad,"(19393,)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloVel,"(19393, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloVelDisp,"(19393,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloVmax,"(19393,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloVmaxRad,"(19393,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_066.hdf5,hdf5,Subhalo/SubhaloWindMass,"(19393,)",float32,wind;mass;halo;subhalo,wind
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupBHMass,"(20131,)",float32,bh;mass;group,bh
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupBHMdot,"(20131,)",float32,bh;group,bh
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupCM,"(20131, 3)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupFirstSub,"(20131,)",int32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupGasMetalFractions,"(20131, 10)",float32,gas;group;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupGasMetallicity,"(20131,)",float32,gas;group;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupLen,"(20131,)",int32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupLenType,"(20131, 6)",int32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupMass,"(20131,)",float32,mass;group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupMassType,"(20131, 6)",float32,mass;group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupNsubs,"(20131,)",int32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupPos,"(20131, 3)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupSFR,"(20131,)",float32,sfr;group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupStarMetalFractions,"(20131, 10)",float32,star;group;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupStarMetallicity,"(20131,)",float32,star;group;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupVel,"(20131, 3)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/GroupWindMass,"(20131,)",float32,wind;mass;group,wind
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_M_Crit200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_M_Crit500,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_M_Mean200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_M_TopHat200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_R_Crit200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_R_Crit500,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_R_Mean200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Group/Group_R_TopHat200,"(20131,)",float32,group,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloBHMass,"(17176,)",float32,bh;mass;halo;subhalo,bh
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloBHMdot,"(17176,)",float32,bh;halo;subhalo,bh
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloBfldDisk,"(17176,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloBfldHalo,"(17176,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloCM,"(17176, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractions,"(17176, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsHalfRad,"(17176, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsMaxRad,"(17176, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfr,"(17176, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfrWeighted,"(17176, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicity,"(17176,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicityHalfRad,"(17176,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicityMaxRad,"(17176,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfr,"(17176,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfrWeighted,"(17176,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloGrNr,"(17176,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloHalfmassRad,"(17176,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloHalfmassRadType,"(17176, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloIDMostbound,"(17176,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloLen,"(17176,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloLenType,"(17176, 6)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMass,"(17176,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInHalfRad,"(17176,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInHalfRadType,"(17176, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInMaxRad,"(17176,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInMaxRadType,"(17176, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInRad,"(17176,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInRadType,"(17176, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloMassType,"(17176, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloParent,"(17176,)",int32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloPos,"(17176, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloSFR,"(17176,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinHalfRad,"(17176,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinMaxRad,"(17176,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinRad,"(17176,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloSpin,"(17176, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractions,"(17176, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsHalfRad,"(17176, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsMaxRad,"(17176, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicity,"(17176,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicityHalfRad,"(17176,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicityMaxRad,"(17176,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometrics,"(17176, 8)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsMassInRad,"(17176,)",float32,stellar;mass;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsRad,"(17176,)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloVel,"(17176, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloVelDisp,"(17176,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloVmax,"(17176,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloVmaxRad,"(17176,)",float32,halo;subhalo,
outputs/cache/camels/CV_0/groups_090.hdf5,hdf5,Subhalo/SubhaloWindMass,"(17176,)",float32,wind;mass;halo;subhalo,wind
outputs/cache/camels/CV_0/sublink_offsets_021.hdf5,hdf5,FileOffsets,"(24,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_021.hdf5,hdf5,LastProgenitorID,"(19393,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_021.hdf5,hdf5,MainLeafProgenitorID,"(19393,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_021.hdf5,hdf5,RowNum,"(19393,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_021.hdf5,hdf5,SubhaloID,"(19393,)",int64,halo;subhalo,
outputs/cache/camels/CV_0/sublink_offsets_033.hdf5,hdf5,FileOffsets,"(24,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_033.hdf5,hdf5,LastProgenitorID,"(17176,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_033.hdf5,hdf5,MainLeafProgenitorID,"(17176,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_033.hdf5,hdf5,RowNum,"(17176,)",int64,,
outputs/cache/camels/CV_0/sublink_offsets_033.hdf5,hdf5,SubhaloID,"(17176,)",int64,halo;subhalo,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5,Tree,"(658705,)","[('SubhaloID', '<i8'), ('SubhaloIDRaw', '<i8'), ('LastProgenitorID', '<i8'), ('MainLeafProgenitorID', '<i8'), ('RootDescendantID', '<i8'), ('TreeID', '<i8'), ('SnapNum', '<i8'), ('FirstProgenitorID', '<i8'), ('NextProgenitorID', '<i8'), ('DescendantID', '<i8'), ('FirstSubhaloInFOFGroupID', '<i8'), ('NextSubhaloInFOFGroupID', '<i8'), ('NumParticles', '<u4'), ('Mass', '<f4'), ('MassHistory', '<f4'), ('SubfindID', '<i4')]",,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.SubhaloID,"(658705,)",int64,halo;subhalo,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.SubhaloIDRaw,"(658705,)",int64,halo;subhalo,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.LastProgenitorID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.MainLeafProgenitorID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.RootDescendantID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.TreeID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.SnapNum,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.FirstProgenitorID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.NextProgenitorID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.DescendantID,"(658705,)",int64,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.FirstSubhaloInFOFGroupID,"(658705,)",int64,halo;group;subhalo,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.NextSubhaloInFOFGroupID,"(658705,)",int64,halo;group;subhalo,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.NumParticles,"(658705,)",uint32,,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.Mass,"(658705,)",float32,mass,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.MassHistory,"(658705,)",float32,mass,
outputs/cache/camels/CV_0/sublink_tree.hdf5,hdf5_structured_field,Tree.SubfindID,"(658705,)",int32,,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupBHMass,"(21738,)",float32,bh;mass;group,bh
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupBHMdot,"(21738,)",float32,bh;group,bh
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupCM,"(21738, 3)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupFirstSub,"(21738,)",int32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupGasMetalFractions,"(21738, 10)",float32,gas;group;metal,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupGasMetallicity,"(21738,)",float32,gas;group;metal,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupLen,"(21738,)",int32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupLenType,"(21738, 6)",int32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupMass,"(21738,)",float32,mass;group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupMassType,"(21738, 6)",float32,mass;group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupNsubs,"(21738,)",int32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupPos,"(21738, 3)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupSFR,"(21738,)",float32,sfr;group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupStarMetalFractions,"(21738, 10)",float32,star;group;metal,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupStarMetallicity,"(21738,)",float32,star;group;metal,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupVel,"(21738, 3)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/GroupWindMass,"(21738,)",float32,wind;mass;group,wind
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_M_Crit200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_M_Crit500,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_M_Mean200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_M_TopHat200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_R_Crit200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_R_Crit500,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_R_Mean200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Group/Group_R_TopHat200,"(21738,)",float32,group,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMass,"(19486,)",float32,bh;mass;halo;subhalo,bh
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMdot,"(19486,)",float32,bh;halo;subhalo,bh
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldDisk,"(19486,)",float32,halo;subhalo,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldHalo,"(19486,)",float32,halo;subhalo,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloCM,"(19486, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_1/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractions,"(19486, 10)",float32,gas;halo;subhalo;metal,
