file,file_type,object,shape,dtype,search_terms,agn_bh_feedback_terms
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloGrNr,"(19983,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRad,"(19983,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRadType,"(19983, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloIDMostbound,"(19983,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloLen,"(19983,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloLenType,"(19983, 6)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMass,"(19983,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRad,"(19983,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRadType,"(19983, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRad,"(19983,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRadType,"(19983, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRad,"(19983,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRadType,"(19983, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloMassType,"(19983, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloParent,"(19983,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloPos,"(19983, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloSFR,"(19983,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinHalfRad,"(19983,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinMaxRad,"(19983,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinRad,"(19983,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloSpin,"(19983, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractions,"(19983, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsHalfRad,"(19983, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsMaxRad,"(19983, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicity,"(19983,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicityHalfRad,"(19983,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicityMaxRad,"(19983,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometrics,"(19983, 8)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsMassInRad,"(19983,)",float32,stellar;mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsRad,"(19983,)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloVel,"(19983, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloVelDisp,"(19983,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloVmax,"(19983,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloVmaxRad,"(19983,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_066.hdf5,hdf5,Subhalo/SubhaloWindMass,"(19983,)",float32,wind;mass;halo;subhalo,wind
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupBHMass,"(20760,)",float32,bh;mass;group,bh
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupBHMdot,"(20760,)",float32,bh;group,bh
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupCM,"(20760, 3)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupFirstSub,"(20760,)",int32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupGasMetalFractions,"(20760, 10)",float32,gas;group;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupGasMetallicity,"(20760,)",float32,gas;group;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupLen,"(20760,)",int32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupLenType,"(20760, 6)",int32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupMass,"(20760,)",float32,mass;group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupMassType,"(20760, 6)",float32,mass;group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupNsubs,"(20760,)",int32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupPos,"(20760, 3)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupSFR,"(20760,)",float32,sfr;group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupStarMetalFractions,"(20760, 10)",float32,star;group;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupStarMetallicity,"(20760,)",float32,star;group;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupVel,"(20760, 3)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/GroupWindMass,"(20760,)",float32,wind;mass;group,wind
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_M_Crit200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_M_Crit500,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_M_Mean200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_M_TopHat200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_R_Crit200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_R_Crit500,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_R_Mean200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Group/Group_R_TopHat200,"(20760,)",float32,group,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloBHMass,"(17715,)",float32,bh;mass;halo;subhalo,bh
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloBHMdot,"(17715,)",float32,bh;halo;subhalo,bh
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloBfldDisk,"(17715,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloBfldHalo,"(17715,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloCM,"(17715, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractions,"(17715, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsHalfRad,"(17715, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsMaxRad,"(17715, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfr,"(17715, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfrWeighted,"(17715, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicity,"(17715,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicityHalfRad,"(17715,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicityMaxRad,"(17715,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfr,"(17715,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfrWeighted,"(17715,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloGrNr,"(17715,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloHalfmassRad,"(17715,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloHalfmassRadType,"(17715, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloIDMostbound,"(17715,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloLen,"(17715,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloLenType,"(17715, 6)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMass,"(17715,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInHalfRad,"(17715,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInHalfRadType,"(17715, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInMaxRad,"(17715,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInMaxRadType,"(17715, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInRad,"(17715,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassInRadType,"(17715, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloMassType,"(17715, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloParent,"(17715,)",int32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloPos,"(17715, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloSFR,"(17715,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinHalfRad,"(17715,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinMaxRad,"(17715,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloSFRinRad,"(17715,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloSpin,"(17715, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractions,"(17715, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsHalfRad,"(17715, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsMaxRad,"(17715, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicity,"(17715,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicityHalfRad,"(17715,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStarMetallicityMaxRad,"(17715,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometrics,"(17715, 8)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsMassInRad,"(17715,)",float32,stellar;mass;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloStellarPhotometricsRad,"(17715,)",float32,stellar;halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloVel,"(17715, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloVelDisp,"(17715,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloVmax,"(17715,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloVmaxRad,"(17715,)",float32,halo;subhalo,
outputs/cache/camels/CV_8/groups_090.hdf5,hdf5,Subhalo/SubhaloWindMass,"(17715,)",float32,wind;mass;halo;subhalo,wind
outputs/cache/camels/CV_8/sublink_offsets_021.hdf5,hdf5,FileOffsets,"(20,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_021.hdf5,hdf5,LastProgenitorID,"(19983,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_021.hdf5,hdf5,MainLeafProgenitorID,"(19983,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_021.hdf5,hdf5,RowNum,"(19983,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_021.hdf5,hdf5,SubhaloID,"(19983,)",int64,halo;subhalo,
outputs/cache/camels/CV_8/sublink_offsets_033.hdf5,hdf5,FileOffsets,"(20,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_033.hdf5,hdf5,LastProgenitorID,"(17715,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_033.hdf5,hdf5,MainLeafProgenitorID,"(17715,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_033.hdf5,hdf5,RowNum,"(17715,)",int64,,
outputs/cache/camels/CV_8/sublink_offsets_033.hdf5,hdf5,SubhaloID,"(17715,)",int64,halo;subhalo,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5,Tree,"(674724,)","[('SubhaloID', '<i8'), ('SubhaloIDRaw', '<i8'), ('LastProgenitorID', '<i8'), ('MainLeafProgenitorID', '<i8'), ('RootDescendantID', '<i8'), ('TreeID', '<i8'), ('SnapNum', '<i8'), ('FirstProgenitorID', '<i8'), ('NextProgenitorID', '<i8'), ('DescendantID', '<i8'), ('FirstSubhaloInFOFGroupID', '<i8'), ('NextSubhaloInFOFGroupID', '<i8'), ('NumParticles', '<u4'), ('Mass', '<f4'), ('MassHistory', '<f4'), ('SubfindID', '<i4')]",,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.SubhaloID,"(674724,)",int64,halo;subhalo,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.SubhaloIDRaw,"(674724,)",int64,halo;subhalo,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.LastProgenitorID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.MainLeafProgenitorID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.RootDescendantID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.TreeID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.SnapNum,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.FirstProgenitorID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.NextProgenitorID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.DescendantID,"(674724,)",int64,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.FirstSubhaloInFOFGroupID,"(674724,)",int64,halo;group;subhalo,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.NextSubhaloInFOFGroupID,"(674724,)",int64,halo;group;subhalo,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.NumParticles,"(674724,)",uint32,,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.Mass,"(674724,)",float32,mass,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.MassHistory,"(674724,)",float32,mass,
outputs/cache/camels/CV_8/sublink_tree.hdf5,hdf5_structured_field,Tree.SubfindID,"(674724,)",int32,,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupBHMass,"(22706,)",float32,bh;mass;group,bh
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupBHMdot,"(22706,)",float32,bh;group,bh
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupCM,"(22706, 3)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupFirstSub,"(22706,)",int32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupGasMetalFractions,"(22706, 10)",float32,gas;group;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupGasMetallicity,"(22706,)",float32,gas;group;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupLen,"(22706,)",int32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupLenType,"(22706, 6)",int32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupMass,"(22706,)",float32,mass;group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupMassType,"(22706, 6)",float32,mass;group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupNsubs,"(22706,)",int32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupPos,"(22706, 3)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupSFR,"(22706,)",float32,sfr;group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupStarMetalFractions,"(22706, 10)",float32,star;group;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupStarMetallicity,"(22706,)",float32,star;group;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupVel,"(22706, 3)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/GroupWindMass,"(22706,)",float32,wind;mass;group,wind
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_M_Crit200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_M_Crit500,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_M_Mean200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_M_TopHat200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_R_Crit200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_R_Crit500,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_R_Mean200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Group/Group_R_TopHat200,"(22706,)",float32,group,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMass,"(21152,)",float32,bh;mass;halo;subhalo,bh
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloBHMdot,"(21152,)",float32,bh;halo;subhalo,bh
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldDisk,"(21152,)",float32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloBfldHalo,"(21152,)",float32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloCM,"(21152, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractions,"(21152, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsHalfRad,"(21152, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsMaxRad,"(21152, 10)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfr,"(21152, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetalFractionsSfrWeighted,"(21152, 10)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicity,"(21152,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicityHalfRad,"(21152,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicityMaxRad,"(21152,)",float32,gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfr,"(21152,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGasMetallicitySfrWeighted,"(21152,)",float32,sfr;gas;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloGrNr,"(21152,)",int32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRad,"(21152,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloHalfmassRadType,"(21152, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloIDMostbound,"(21152,)",int32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloLen,"(21152,)",int32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloLenType,"(21152, 6)",int32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMass,"(21152,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRad,"(21152,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInHalfRadType,"(21152, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRad,"(21152,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInMaxRadType,"(21152, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRad,"(21152,)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassInRadType,"(21152, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloMassType,"(21152, 6)",float32,mass;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloParent,"(21152,)",int32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloPos,"(21152, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloSFR,"(21152,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinHalfRad,"(21152,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinMaxRad,"(21152,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloSFRinRad,"(21152,)",float32,sfr;halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloSpin,"(21152, 3)",float32,halo;subhalo,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractions,"(21152, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsHalfRad,"(21152, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetalFractionsMaxRad,"(21152, 10)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicity,"(21152,)",float32,star;halo;subhalo;metal,
outputs/cache/camels/CV_9/groups_066.hdf5,hdf5,Subhalo/SubhaloStarMetallicityHalfRad,"(21152,)",float32,star;halo;subhalo;metal,
